pair,target
6_____B_4_2_303_314_316_8631_0001.tif,0
1_____B_4_2_303_314_316_28_0001.tif,1
4_____B_4_2_303_314_316_354_0001.tif,0
1_____B_4_2_303_314_316_12208_0001.tif,1
3_____B_4_2_303_314_316_14037_0001.tif,0
5_____B_4_2_303_314_316_9386_0001.tif,0
1_____B_4_2_303_314_316_623_0001.tif,1
1_____B_4_2_303_314_316_31_0001.tif,1
1_____B_4_2_303_314_316_379_0001.tif,1
1_____B_4_2_303_314_316_1351_0001.tif,1
4_____B_4_2_303_314_316_13902_0001.tif,0
1_____B_4_2_303_314_316_13490_0001.tif,1
1_____B_4_2_303_314_316_12825_0001.tif,1
1_____B_4_2_303_314_316_1076_0001.tif,1
2_____B_4_2_303_314_316_13495_0001.tif,0
1_____B_4_2_303_314_316_1906_0001.tif,1
1_____B_4_2_303_314_316_13184_0001.tif,1
1_____B_4_2_303_314_316_560_0001.tif,1
5_____B_4_2_303_314_316_10693_0001.tif,0
2_____B_4_2_303_314_316_13344_0001.tif,0
1_____B_4_2_303_314_316_13611_0001.tif,1
5_____B_4_2_303_314_316_9603_0001.tif,0
5_____B_4_2_303_314_316_5458_0001.tif,0
1_____B_4_2_303_314_316_12198_0001.tif,1
4_____B_4_2_303_314_316_5305_0001.tif,0
1_____B_4_2_303_314_316_3165_0001.tif,1
4_____B_4_2_303_314_316_4119_0001.tif,0
1_____B_4_2_303_314_316_131_0001.tif,1
5_____B_4_2_303_314_316_9152_0001.tif,0
4_____B_4_2_303_314_316_8915_0001.tif,0
1_____B_4_2_303_314_316_14424_0001.tif,1
6_____B_4_2_303_314_316_6210_0001.tif,0
4_____B_4_2_303_314_316_9268_0001.tif,0
5_____B_4_2_303_314_316_10483_0001.tif,0
1_____B_4_2_303_314_316_13635_0001.tif,1
1_____B_4_2_303_314_316_4484_0001.tif,1
4_____B_4_2_303_314_316_9203_0001.tif,0
5_____B_4_2_303_314_316_8128_0001.tif,0
1_____B_4_2_303_314_316_426_0001.tif,1
3_____B_4_2_303_314_316_13206_0001.tif,0
1_____B_4_2_303_314_316_1629_0001.tif,1
5_____B_4_2_303_314_316_11247_0001.tif,0
1_____B_4_2_303_314_316_281_0001.tif,1
6_____B_4_2_303_314_316_2975_0001.tif,0
1_____B_4_2_303_314_316_2268_0001.tif,1
5_____B_4_2_303_314_316_9376_0001.tif,0
4_____B_4_2_303_314_316_8564_0001.tif,0
1_____B_4_2_303_314_316_13531_0001.tif,1
2_____B_4_2_303_314_316_15411_0001.tif,0
1_____B_4_2_303_314_316_12411_0001.tif,1
2_____B_4_2_303_314_316_16094_0001.tif,0
1_____B_4_2_303_314_316_15631_0001.tif,1
1_____B_4_2_303_314_316_4101_0001.tif,1
2_____B_4_2_303_314_316_16049_0001.tif,0
4_____B_4_2_303_314_316_10592_0001.tif,0
1_____B_4_2_303_314_316_4710_0001.tif,1
1_____B_4_2_303_314_316_13007_0001.tif,1
4_____B_4_2_303_314_316_11050_0001.tif,0
4_____B_4_2_303_314_316_8373_0001.tif,0
1_____B_4_2_303_314_316_13219_0001.tif,1
3_____B_4_2_303_314_316_1846_0001.tif,0
1_____B_4_2_303_314_316_1502_0001.tif,1
1_____B_4_2_303_314_316_13614_0001.tif,1
4_____B_4_2_303_314_316_8243_0001.tif,0
1_____B_4_2_303_314_316_4525_0001.tif,1
1_____B_4_2_303_314_316_13111_0001.tif,1
1_____B_4_2_303_314_316_15454_0001.tif,1
5_____B_4_2_303_314_316_8261_0001.tif,0
1_____B_4_2_303_314_316_4152_0001.tif,1
4_____B_4_2_303_314_316_524_0001.tif,0
1_____B_4_2_303_314_316_15487_0001.tif,1
4_____B_4_2_303_314_316_6146_0001.tif,0
1_____B_4_2_303_314_316_1690_0001.tif,1
1_____B_4_2_303_314_316_835_0001.tif,1
1_____B_4_2_303_314_316_4683_0001.tif,1
5_____B_4_2_303_314_316_5976_0001.tif,0
1_____B_4_2_303_314_316_2383_0001.tif,1
4_____B_4_2_303_314_316_8868_0001.tif,0
4_____B_4_2_303_314_316_2528_0001.tif,0
2_____B_4_2_303_314_316_6378_0001.tif,0
4_____B_4_2_303_314_316_9434_0001.tif,0
5_____B_4_2_303_314_316_10573_0001.tif,0
4_____B_4_2_303_314_316_8287_0001.tif,0
1_____B_4_2_303_314_316_4243_0001.tif,1
1_____B_4_2_303_314_316_1645_0001.tif,1
1_____B_4_2_303_314_316_16134_0001.tif,1
3_____B_4_2_303_314_316_2569_0001.tif,0
2_____B_4_2_303_314_316_16189_0001.tif,0
1_____B_4_2_303_314_316_1665_0001.tif,1
1_____B_4_2_303_314_316_15590_0001.tif,1
4_____B_4_2_303_314_316_545_0001.tif,0
1_____B_4_2_303_314_316_2671_0001.tif,1
7_____B_4_2_303_314_316_16136_0001.tif,0
1_____B_4_2_303_314_316_14862_0001.tif,1
1_____B_4_2_303_314_316_4275_0001.tif,1
3_____B_4_2_303_314_316_1158_0001.tif,0
5_____B_4_2_303_314_316_5340_0001.tif,0
2_____B_4_2_303_314_316_1529_0001.tif,0
1_____B_4_2_303_314_316_15173_0001.tif,1
1_____B_4_2_303_314_316_12180_0001.tif,1
4_____B_4_2_303_314_316_8839_0001.tif,0
4_____B_4_2_303_314_316_7750_0001.tif,0
2_____B_4_2_303_314_316_15959_0001.tif,0
5_____B_4_2_303_314_316_767_0001.tif,0
1_____B_4_2_303_314_316_13715_0001.tif,1
1_____B_4_2_303_314_316_13906_0001.tif,1
5_____B_4_2_303_314_316_10484_0001.tif,0
4_____B_4_2_303_314_316_9433_0001.tif,0
4_____B_4_2_303_314_316_11704_0001.tif,0
2_____B_4_2_303_314_316_15235_0001.tif,0
2_____B_4_2_303_314_316_15338_0001.tif,0
3_____B_4_2_303_314_316_330_0001.tif,0
5_____B_4_2_303_314_316_4036_0001.tif,0
1_____B_4_2_303_314_316_1532_0001.tif,1
1_____B_4_2_303_314_316_14125_0001.tif,1
4_____B_4_2_303_314_316_10559_0001.tif,0
4_____B_4_2_303_314_316_7926_0001.tif,0
1_____B_4_2_303_314_316_3742_0001.tif,1
1_____B_4_2_303_314_316_13893_0001.tif,1
1_____B_4_2_303_314_316_12096_0001.tif,1
5_____B_4_2_303_314_316_9513_0001.tif,0
3_____B_4_2_303_314_316_1021_0001.tif,0
5_____B_4_2_303_314_316_6476_0001.tif,0
5_____B_4_2_303_314_316_11329_0001.tif,0
1_____B_4_2_303_314_316_76_0001.tif,1
5_____B_4_2_303_314_316_11712_0001.tif,0
6_____B_4_2_303_314_316_11622_0001.tif,0
4_____B_4_2_303_314_316_5696_0001.tif,0
1_____B_4_2_303_314_316_14892_0001.tif,1
4_____B_4_2_303_314_316_8854_0001.tif,0
3_____B_4_2_303_314_316_1420_0001.tif,0
4_____B_4_2_303_314_316_10820_0001.tif,0
4_____B_4_2_303_314_316_10806_0001.tif,0
2_____B_4_2_303_314_316_722_0001.tif,0
1_____B_4_2_303_314_316_1828_0001.tif,1
4_____B_4_2_303_314_316_5519_0001.tif,0
4_____B_4_2_303_314_316_14675_0001.tif,0
4_____B_4_2_303_314_316_11079_0001.tif,0
1_____B_4_2_303_314_316_13787_0001.tif,1
1_____B_4_2_303_314_316_1677_0001.tif,1
4_____B_4_2_303_314_316_8542_0001.tif,0
1_____B_4_2_303_314_316_13325_0001.tif,1
5_____B_4_2_303_314_316_8055_0001.tif,0
1_____B_4_2_303_314_316_16312_0001.tif,1
1_____B_4_2_303_314_316_11948_0001.tif,1
1_____B_4_2_303_314_316_1942_0001.tif,1
2_____B_4_2_303_314_316_1685_0001.tif,0
2_____B_4_2_303_314_316_1913_0001.tif,0
1_____B_4_2_303_314_316_16336_0001.tif,1
5_____B_4_2_303_314_316_11643_0001.tif,0
1_____B_4_2_303_314_316_4718_0001.tif,1
1_____B_4_2_303_314_316_73_0001.tif,1
1_____B_4_2_303_314_316_13315_0001.tif,1
1_____B_4_2_303_314_316_1619_0001.tif,1
1_____B_4_2_303_314_316_12795_0001.tif,1
1_____B_4_2_303_314_316_14604_0001.tif,1
1_____B_4_2_303_314_316_943_0001.tif,1
2_____B_4_2_303_314_316_15938_0001.tif,0
4_____B_4_2_303_314_316_5467_0001.tif,0
1_____B_4_2_303_314_316_1352_0001.tif,1
4_____B_4_2_303_314_316_6131_0001.tif,0
4_____B_4_2_303_314_316_11512_0001.tif,0
1_____B_4_2_303_314_316_2185_0001.tif,1
5_____B_4_2_303_314_316_5268_0001.tif,0
5_____B_4_2_303_314_316_10822_0001.tif,0
1_____B_4_2_303_314_316_4517_0001.tif,1
1_____B_4_2_303_314_316_15456_0001.tif,1
5_____B_4_2_303_314_316_11734_0001.tif,0
4_____B_4_2_303_314_316_7815_0001.tif,0
2_____B_4_2_303_314_316_858_0001.tif,0
1_____B_4_2_303_314_316_11963_0001.tif,1
4_____B_4_2_303_314_316_884_0001.tif,0
4_____B_4_2_303_314_316_2726_0001.tif,0
1_____B_4_2_303_314_316_2399_0001.tif,1
2_____B_4_2_303_314_316_6339_0001.tif,0
1_____B_4_2_303_314_316_1335_0001.tif,1
5_____B_4_2_303_314_316_8771_0001.tif,0
1_____B_4_2_303_314_316_887_0001.tif,1
1_____B_4_2_303_314_316_1042_0001.tif,1
5_____B_4_2_303_314_316_6467_0001.tif,0
1_____B_4_2_303_314_316_1943_0001.tif,1
4_____B_4_2_303_314_316_625_0001.tif,0
5_____B_4_2_303_314_316_5418_0001.tif,0
1_____B_4_2_303_314_316_4560_0001.tif,1
1_____B_4_2_303_314_316_14944_0001.tif,1
2_____B_4_2_303_314_316_15592_0001.tif,0
4_____B_4_2_303_314_316_11560_0001.tif,0
1_____B_4_2_303_314_316_15062_0001.tif,1
4_____B_4_2_303_314_316_11002_0001.tif,0
1_____B_4_2_303_314_316_13334_0001.tif,1
1_____B_4_2_303_314_316_1575_0001.tif,1
5_____B_4_2_303_314_316_6458_0001.tif,0
1_____B_4_2_303_314_316_2120_0001.tif,1
1_____B_4_2_303_314_316_15550_0001.tif,1
1_____B_4_2_303_314_316_1501_0001.tif,1
4_____B_4_2_303_314_316_3077_0001.tif,0
4_____B_4_2_303_314_316_8322_0001.tif,0
5_____B_4_2_303_314_316_9527_0001.tif,0
4_____B_4_2_303_314_316_2490_0001.tif,0
1_____B_4_2_303_314_316_12803_0001.tif,1
1_____B_4_2_303_314_316_4611_0001.tif,1
2_____B_4_2_303_314_316_15919_0001.tif,0
1_____B_4_2_303_314_316_14995_0001.tif,1
1_____B_4_2_303_314_316_4486_0001.tif,1
1_____B_4_2_303_314_316_12964_0001.tif,1
1_____B_4_2_303_314_316_181_0001.tif,1
1_____B_4_2_303_314_316_4145_0001.tif,1
3_____B_4_2_303_314_316_6486_0001.tif,0
1_____B_4_2_303_314_316_13080_0001.tif,1
5_____B_4_2_303_314_316_10964_0001.tif,0
1_____B_4_2_303_314_316_13579_0001.tif,1
1_____B_4_2_303_314_316_12394_0001.tif,1
2_____B_4_2_303_314_316_15068_0001.tif,0
1_____B_4_2_303_314_316_14061_0001.tif,1
4_____B_4_2_303_314_316_10395_0001.tif,0
1_____B_4_2_303_314_316_13559_0001.tif,1
1_____B_4_2_303_314_316_14564_0001.tif,1
5_____B_4_2_303_314_316_6028_0001.tif,0
1_____B_4_2_303_314_316_14141_0001.tif,1
1_____B_4_2_303_314_316_13894_0001.tif,1
1_____B_4_2_303_314_316_2005_0001.tif,1
1_____B_4_2_303_314_316_14152_0001.tif,1
5_____B_4_2_303_314_316_8053_0001.tif,0
1_____B_4_2_303_314_316_3521_0001.tif,1
1_____B_4_2_303_314_316_14268_0001.tif,1
1_____B_4_2_303_314_316_613_0001.tif,1
1_____B_4_2_303_314_316_14324_0001.tif,1
4_____B_4_2_303_314_316_4088_0001.tif,0
2_____B_4_2_303_314_316_15296_0001.tif,0
4_____B_4_2_303_314_316_3853_0001.tif,0
1_____B_4_2_303_314_316_2685_0001.tif,1
4_____B_4_2_303_314_316_292_0001.tif,0
1_____B_4_2_303_314_316_2238_0001.tif,1
1_____B_4_2_303_314_316_12240_0001.tif,1
2_____B_4_2_303_314_316_14707_0001.tif,0
2_____B_4_2_303_314_316_15832_0001.tif,0
1_____B_4_2_303_314_316_14568_0001.tif,1
4_____B_4_2_303_314_316_8338_0001.tif,0
5_____B_4_2_303_314_316_10966_0001.tif,0
1_____B_4_2_303_314_316_12366_0001.tif,1
4_____B_4_2_303_314_316_7894_0001.tif,0
4_____B_4_2_303_314_316_503_0001.tif,0
1_____B_4_2_303_314_316_3151_0001.tif,1
1_____B_4_2_303_314_316_115_0001.tif,1
5_____B_4_2_303_314_316_10613_0001.tif,0
1_____B_4_2_303_314_316_3702_0001.tif,1
2_____B_4_2_303_314_316_14781_0001.tif,0
1_____B_4_2_303_314_316_803_0001.tif,1
1_____B_4_2_303_314_316_14626_0001.tif,1
5_____B_4_2_303_314_316_768_0001.tif,0
1_____B_4_2_303_314_316_1115_0001.tif,1
5_____B_4_2_303_314_316_10978_0001.tif,0
4_____B_4_2_303_314_316_10464_0001.tif,0
5_____B_4_2_303_314_316_5341_0001.tif,0
1_____B_4_2_303_314_316_13268_0001.tif,1
1_____B_4_2_303_314_316_15493_0001.tif,1
1_____B_4_2_303_314_316_1539_0001.tif,1
4_____B_4_2_303_314_316_9067_0001.tif,0
5_____B_4_2_303_314_316_8050_0001.tif,0
1_____B_4_2_303_314_316_2240_0001.tif,1
1_____B_4_2_303_314_316_4366_0001.tif,1
5_____B_4_2_303_314_316_10969_0001.tif,0
1_____B_4_2_303_314_316_2326_0001.tif,1
1_____B_4_2_303_314_316_13232_0001.tif,1
4_____B_4_2_303_314_316_10758_0001.tif,0
2_____B_4_2_303_314_316_2782_0001.tif,0
2_____B_4_2_303_314_316_14698_0001.tif,0
4_____B_4_2_303_314_316_5894_0001.tif,0
1_____B_4_2_303_314_316_4726_0001.tif,1
7_____B_4_2_303_314_316_7950_0001.tif,0
1_____B_4_2_303_314_316_11965_0001.tif,1
1_____B_4_2_303_314_316_13647_0001.tif,1
4_____B_4_2_303_314_316_8499_0001.tif,0
5_____B_4_2_303_314_316_6041_0001.tif,0
5_____B_4_2_303_314_316_6572_0001.tif,0
4_____B_4_2_303_314_316_7918_0001.tif,0
2_____B_4_2_303_314_316_16239_0001.tif,0
6_____B_4_2_303_314_316_6305_0001.tif,0
4_____B_4_2_303_314_316_2577_0001.tif,0
5_____B_4_2_303_314_316_8747_0001.tif,0
1_____B_4_2_303_314_316_148_0001.tif,1
1_____B_4_2_303_314_316_79_0001.tif,1
1_____B_4_2_303_314_316_2968_0001.tif,1
2_____B_4_2_303_314_316_3739_0001.tif,0
2_____B_4_2_303_314_316_15835_0001.tif,0
5_____B_4_2_303_314_316_8620_0001.tif,0
2_____B_4_2_303_314_316_16092_0001.tif,0
2_____B_4_2_303_314_316_14645_0001.tif,0
5_____B_4_2_303_314_316_8070_0001.tif,0
1_____B_4_2_303_314_316_154_0001.tif,1
4_____B_4_2_303_314_316_8895_0001.tif,0
2_____B_4_2_303_314_316_16047_0001.tif,0
4_____B_4_2_303_314_316_192_0001.tif,0
1_____B_4_2_303_314_316_4450_0001.tif,1
1_____B_4_2_303_314_316_1778_0001.tif,1
2_____B_4_2_303_314_316_15077_0001.tif,0
5_____B_4_2_303_314_316_11057_0001.tif,0
3_____B_4_2_303_314_316_13883_0001.tif,0
4_____B_4_2_303_314_316_8320_0001.tif,0
1_____B_4_2_303_314_316_12401_0001.tif,1
4_____B_4_2_303_314_316_11718_0001.tif,0
2_____B_4_2_303_314_316_2807_0001.tif,0
5_____B_4_2_303_314_316_8772_0001.tif,0
4_____B_4_2_303_314_316_11357_0001.tif,0
4_____B_4_2_303_314_316_8314_0001.tif,0
2_____B_4_2_303_314_316_15581_0001.tif,0
1_____B_4_2_303_314_316_13394_0001.tif,1
4_____B_4_2_303_314_316_5888_0001.tif,0
1_____B_4_2_303_314_316_1072_0001.tif,1
1_____B_4_2_303_314_316_12902_0001.tif,1
1_____B_4_2_303_314_316_14087_0001.tif,1
5_____B_4_2_303_314_316_10614_0001.tif,0
1_____B_4_2_303_314_316_779_0001.tif,1
5_____B_4_2_303_314_316_6047_0001.tif,0
1_____B_4_2_303_314_316_4739_0001.tif,1
1_____B_4_2_303_314_316_4761_0001.tif,1
1_____B_4_2_303_314_316_33_0001.tif,1
4_____B_4_2_303_314_316_5500_0001.tif,0
1_____B_4_2_303_314_316_2401_0001.tif,1
4_____B_4_2_303_314_316_5567_0001.tif,0
4_____B_4_2_303_314_316_8381_0001.tif,0
5_____B_4_2_303_314_316_10948_0001.tif,0
1_____B_4_2_303_314_316_16411_0001.tif,1
4_____B_4_2_303_314_316_556_0001.tif,0
2_____B_4_2_303_314_316_6466_0001.tif,0
1_____B_4_2_303_314_316_12371_0001.tif,1
1_____B_4_2_303_314_316_12382_0001.tif,1
1_____B_4_2_303_314_316_13892_0001.tif,1
1_____B_4_2_303_314_316_173_0001.tif,1
2_____B_4_2_303_314_316_15191_0001.tif,0
1_____B_4_2_303_314_316_12972_0001.tif,1
1_____B_4_2_303_314_316_2053_0001.tif,1
1_____B_4_2_303_314_316_1593_0001.tif,1
1_____B_4_2_303_314_316_4456_0001.tif,1
4_____B_4_2_303_314_316_6587_0001.tif,0
1_____B_4_2_303_314_316_16418_0001.tif,1
2_____B_4_2_303_314_316_15206_0001.tif,0
3_____B_4_2_303_314_316_6604_0001.tif,0
4_____B_4_2_303_314_316_5970_0001.tif,0
1_____B_4_2_303_314_316_13608_0001.tif,1
4_____B_4_2_303_314_316_5851_0001.tif,0
1_____B_4_2_303_314_316_14931_0001.tif,1
1_____B_4_2_303_314_316_4326_0001.tif,1
1_____B_4_2_303_314_316_14181_0001.tif,1
4_____B_4_2_303_314_316_2180_0001.tif,0
1_____B_4_2_303_314_316_1890_0001.tif,1
1_____B_4_2_303_314_316_125_0001.tif,1
5_____B_4_2_303_314_316_11245_0001.tif,0
5_____B_4_2_303_314_316_11023_0001.tif,0
2_____B_4_2_303_314_316_2130_0001.tif,0
1_____B_4_2_303_314_316_1125_0001.tif,1
1_____B_4_2_303_314_316_819_0001.tif,1
4_____B_4_2_303_314_316_11136_0001.tif,0
1_____B_4_2_303_314_316_13660_0001.tif,1
6_____B_4_2_303_314_316_11389_0001.tif,0
4_____B_4_2_303_314_316_7736_0001.tif,0
1_____B_4_2_303_314_316_221_0001.tif,1
1_____B_4_2_303_314_316_11976_0001.tif,1
1_____B_4_2_303_314_316_786_0001.tif,1
4_____B_4_2_303_314_316_10404_0001.tif,0
1_____B_4_2_303_314_316_4235_0001.tif,1
1_____B_4_2_303_314_316_16219_0001.tif,1
4_____B_4_2_303_314_316_13774_0001.tif,0
1_____B_4_2_303_314_316_1048_0001.tif,1
1_____B_4_2_303_314_316_2095_0001.tif,1
1_____B_4_2_303_314_316_13532_0001.tif,1
4_____B_4_2_303_314_316_3071_0001.tif,0
1_____B_4_2_303_314_316_13071_0001.tif,1
4_____B_4_2_303_314_316_626_0001.tif,0
5_____B_4_2_303_314_316_11232_0001.tif,0
1_____B_4_2_303_314_316_12928_0001.tif,1
2_____B_4_2_303_314_316_15890_0001.tif,0
1_____B_4_2_303_314_316_4342_0001.tif,1
2_____B_4_2_303_314_316_2713_0001.tif,0
1_____B_4_2_303_314_316_11967_0001.tif,1
1_____B_4_2_303_314_316_16247_0001.tif,1
1_____B_4_2_303_314_316_13285_0001.tif,1
4_____B_4_2_303_314_316_9187_0001.tif,0
2_____B_4_2_303_314_316_16072_0001.tif,0
1_____B_4_2_303_314_316_12105_0001.tif,1
3_____B_4_2_303_314_316_776_0001.tif,0
1_____B_4_2_303_314_316_639_0001.tif,1
1_____B_4_2_303_314_316_11992_0001.tif,1
3_____B_4_2_303_314_316_13754_0001.tif,0
4_____B_4_2_303_314_316_15731_0001.tif,0
2_____B_4_2_303_314_316_16068_0001.tif,0
1_____B_4_2_303_314_316_237_0001.tif,1
1_____B_4_2_303_314_316_1134_0001.tif,1
5_____B_4_2_303_314_316_8983_0001.tif,0
4_____B_4_2_303_314_316_8224_0001.tif,0
5_____B_4_2_303_314_316_10980_0001.tif,0
2_____B_4_2_303_314_316_5486_0001.tif,0
1_____B_4_2_303_314_316_1724_0001.tif,1
1_____B_4_2_303_314_316_765_0001.tif,1
1_____B_4_2_303_314_316_2777_0001.tif,1
1_____B_4_2_303_314_316_4658_0001.tif,1
2_____B_4_2_303_314_316_15849_0001.tif,0
2_____B_4_2_303_314_316_16000_0001.tif,0
4_____B_4_2_303_314_316_465_0001.tif,0
1_____B_4_2_303_314_316_15117_0001.tif,1
1_____B_4_2_303_314_316_13233_0001.tif,1
1_____B_4_2_303_314_316_12973_0001.tif,1
2_____B_4_2_303_314_316_15409_0001.tif,0
4_____B_4_2_303_314_316_8501_0001.tif,0
4_____B_4_2_303_314_316_11133_0001.tif,0
4_____B_4_2_303_314_316_11070_0001.tif,0
1_____B_4_2_303_314_316_12028_0001.tif,1
1_____B_4_2_303_314_316_2766_0001.tif,1
1_____B_4_2_303_314_316_14328_0001.tif,1
1_____B_4_2_303_314_316_12292_0001.tif,1
4_____B_4_2_303_314_316_5724_0001.tif,0
5_____B_4_2_303_314_316_3723_0001.tif,0
4_____B_4_2_303_314_316_11076_0001.tif,0
1_____B_4_2_303_314_316_2046_0001.tif,1
2_____B_4_2_303_314_316_2775_0001.tif,0
2_____B_4_2_303_314_316_16032_0001.tif,0
1_____B_4_2_303_314_316_14963_0001.tif,1
3_____B_4_2_303_314_316_324_0001.tif,0
1_____B_4_2_303_314_316_2291_0001.tif,1
1_____B_4_2_303_314_316_12855_0001.tif,1
5_____B_4_2_303_314_316_9042_0001.tif,0
1_____B_4_2_303_314_316_1519_0001.tif,1
1_____B_4_2_303_314_316_15478_0001.tif,1
2_____B_4_2_303_314_316_14546_0001.tif,0
3_____B_4_2_303_314_316_4123_0001.tif,0
4_____B_4_2_303_314_316_10779_0001.tif,0
4_____B_4_2_303_314_316_8268_0001.tif,0
1_____B_4_2_303_314_316_13190_0001.tif,1
1_____B_4_2_303_314_316_1678_0001.tif,1
4_____B_4_2_303_314_316_9294_0001.tif,0
1_____B_4_2_303_314_316_3163_0001.tif,1
1_____B_4_2_303_314_316_2332_0001.tif,1
3_____B_4_2_303_314_316_9481_0001.tif,0
1_____B_4_2_303_314_316_1070_0001.tif,1
5_____B_4_2_303_314_316_11458_0001.tif,0
4_____B_4_2_303_314_316_6172_0001.tif,0
1_____B_4_2_303_314_316_4130_0001.tif,1
2_____B_4_2_303_314_316_16398_0001.tif,0
4_____B_4_2_303_314_316_8333_0001.tif,0
7_____B_4_2_303_314_316_5269_0001.tif,0
1_____B_4_2_303_314_316_162_0001.tif,1
1_____B_4_2_303_314_316_15572_0001.tif,1
1_____B_4_2_303_314_316_13680_0001.tif,1
4_____B_4_2_303_314_316_11700_0001.tif,0
6_____B_4_2_303_314_316_9492_0001.tif,0
1_____B_4_2_303_314_316_15470_0001.tif,1
1_____B_4_2_303_314_316_13433_0001.tif,1
1_____B_4_2_303_314_316_12037_0001.tif,1
4_____B_4_2_303_314_316_8905_0001.tif,0
1_____B_4_2_303_314_316_2651_0001.tif,1
7_____B_4_2_303_314_316_5273_0001.tif,0
1_____B_4_2_303_314_316_12315_0001.tif,1
2_____B_4_2_303_314_316_16340_0001.tif,0
1_____B_4_2_303_314_316_14139_0001.tif,1
5_____B_4_2_303_314_316_8977_0001.tif,0
5_____B_4_2_303_314_316_8986_0001.tif,0
4_____B_4_2_303_314_316_11142_0001.tif,0
1_____B_4_2_303_314_316_16152_0001.tif,1
2_____B_4_2_303_314_316_357_0001.tif,0
1_____B_4_2_303_314_316_198_0001.tif,1
1_____B_4_2_303_314_316_14186_0001.tif,1
5_____B_4_2_303_314_316_8615_0001.tif,0
2_____B_4_2_303_314_316_16394_0001.tif,0
1_____B_4_2_303_314_316_13050_0001.tif,1
1_____B_4_2_303_314_316_14351_0001.tif,1
1_____B_4_2_303_314_316_4350_0001.tif,1
1_____B_4_2_303_314_316_15396_0001.tif,1
1_____B_4_2_303_314_316_12924_0001.tif,1
1_____B_4_2_303_314_316_14383_0001.tif,1
1_____B_4_2_303_314_316_2044_0001.tif,1
5_____B_4_2_303_314_316_5752_0001.tif,0
1_____B_4_2_303_314_316_12326_0001.tif,1
1_____B_4_2_303_314_316_15130_0001.tif,1
1_____B_4_2_303_314_316_13364_0001.tif,1
1_____B_4_2_303_314_316_4742_0001.tif,1
1_____B_4_2_303_314_316_3595_0001.tif,1
1_____B_4_2_303_314_316_12062_0001.tif,1
2_____B_4_2_303_314_316_14364_0001.tif,0
1_____B_4_2_303_314_316_2382_0001.tif,1
3_____B_4_2_303_314_316_580_0001.tif,0
4_____B_4_2_303_314_316_5901_0001.tif,0
1_____B_4_2_303_314_316_2042_0001.tif,1
1_____B_4_2_303_314_316_119_0001.tif,1
1_____B_4_2_303_314_316_13459_0001.tif,1
4_____B_4_2_303_314_316_11135_0001.tif,0
5_____B_4_2_303_314_316_11681_0001.tif,0
1_____B_4_2_303_314_316_13225_0001.tif,1
1_____B_4_2_303_314_316_1707_0001.tif,1
1_____B_4_2_303_314_316_13721_0001.tif,1
2_____B_4_2_303_314_316_14700_0001.tif,0
1_____B_4_2_303_314_316_14248_0001.tif,1
5_____B_4_2_303_314_316_8056_0001.tif,0
4_____B_4_2_303_314_316_9215_0001.tif,0
4_____B_4_2_303_314_316_894_0001.tif,0
2_____B_4_2_303_314_316_2314_0001.tif,0
1_____B_4_2_303_314_316_2394_0001.tif,1
1_____B_4_2_303_314_316_15633_0001.tif,1
1_____B_4_2_303_314_316_14039_0001.tif,1
1_____B_4_2_303_314_316_13783_0001.tif,1
3_____B_4_2_303_314_316_677_0001.tif,0
1_____B_4_2_303_314_316_14743_0001.tif,1
1_____B_4_2_303_314_316_13043_0001.tif,1
1_____B_4_2_303_314_316_4150_0001.tif,1
4_____B_4_2_303_314_316_10847_0001.tif,0
4_____B_4_2_303_314_316_11550_0001.tif,0
1_____B_4_2_303_314_316_12302_0001.tif,1
1_____B_4_2_303_314_316_94_0001.tif,1
5_____B_4_2_303_314_316_8040_0001.tif,0
5_____B_4_2_303_314_316_8706_0001.tif,0
4_____B_4_2_303_314_316_2535_0001.tif,0
7_____B_4_2_303_314_316_10436_0001.tif,0
4_____B_4_2_303_314_316_9188_0001.tif,0
4_____B_4_2_303_314_316_8137_0001.tif,0
5_____B_4_2_303_314_316_10947_0001.tif,0
4_____B_4_2_303_314_316_11282_0001.tif,0
4_____B_4_2_303_314_316_10885_0001.tif,0
1_____B_4_2_303_314_316_1330_0001.tif,1
5_____B_4_2_303_314_316_10481_0001.tif,0
2_____B_4_2_303_314_316_8538_0001.tif,0
1_____B_4_2_303_314_316_2351_0001.tif,1
1_____B_4_2_303_314_316_13279_0001.tif,1
1_____B_4_2_303_314_316_16259_0001.tif,1
2_____B_4_2_303_314_316_16181_0001.tif,0
1_____B_4_2_303_314_316_4233_0001.tif,1
4_____B_4_2_303_314_316_4118_0001.tif,0
4_____B_4_2_303_314_316_11518_0001.tif,0
4_____B_4_2_303_314_316_8510_0001.tif,0
1_____B_4_2_303_314_316_1259_0001.tif,1
5_____B_4_2_303_314_316_5477_0001.tif,0
4_____B_4_2_303_314_316_9089_0001.tif,0
1_____B_4_2_303_314_316_211_0001.tif,1
1_____B_4_2_303_314_316_4187_0001.tif,1
4_____B_4_2_303_314_316_10783_0001.tif,0
3_____B_4_2_303_314_316_51_0001.tif,0
4_____B_4_2_303_314_316_5709_0001.tif,0
4_____B_4_2_303_314_316_10853_0001.tif,0
4_____B_4_2_303_314_316_10393_0001.tif,0
1_____B_4_2_303_314_316_49_0001.tif,1
4_____B_4_2_303_314_316_10732_0001.tif,0
4_____B_4_2_303_314_316_504_0001.tif,0
